Title                                    Time                     
Alice’s Adventures in Wonderland:        0.6276955604553223       
Alice’s Adventures in Wonderland:        0.6200704574584961       
Alice’s Adventures in Wonderland:        0.6164603233337402       
Alice’s Adventures in Wonderland:        0.6216106414794922       
Alice’s Adventures in Wonderland:        0.6239626407623291       
Alice’s Adventures in Wonderland:        0.6276121139526367       
Alice’s Adventures in Wonderland:        0.6219420433044434       
Alice’s Adventures in Wonderland:        0.6144840717315674       
Alice’s Adventures in Wonderland:        0.6090681552886963       
Alice’s Adventures in Wonderland:        0.628368616104126        
Alice’s Adventures in Wonderland:        0.626490592956543        
Alice’s Adventures in Wonderland:        0.6144788265228271       
Alice’s Adventures in Wonderland:        0.6259682178497314       
Alice’s Adventures in Wonderland:        0.6157536506652832       
Alice’s Adventures in Wonderland:        0.6217269897460938       
Alice’s Adventures in Wonderland:        0.6156301498413086       
Alice’s Adventures in Wonderland:        0.6162428855895996       
Alice’s Adventures in Wonderland:        0.6173720359802246       
Alice’s Adventures in Wonderland:        0.6165845394134521       
Alice’s Adventures in Wonderland:        0.6196842193603516       
Alice’s Adventures in Wonderland:        0.6382663249969482       
Alice’s Adventures in Wonderland:        0.6360843181610107       
Alice’s Adventures in Wonderland:        0.6303107738494873       
Alice’s Adventures in Wonderland:        0.6181023120880127       
Alice’s Adventures in Wonderland:        0.6388773918151855       
Alice’s Adventures in Wonderland:        0.6209907531738281       
Alice’s Adventures in Wonderland:        0.6188497543334961       
Alice’s Adventures in Wonderland:        0.6188569068908691       
Alice’s Adventures in Wonderland:        0.6450448036193848       
Alice’s Adventures in Wonderland:        0.6320328712463379       
Alice’s Adventures in Wonderland:        0.6334383487701416       
Alice’s Adventures in Wonderland:        0.6508440971374512       
Alice’s Adventures in Wonderland:        0.6398065090179443       
Alice’s Adventures in Wonderland:        0.6286253929138184       
Alice’s Adventures in Wonderland:        0.6208517551422119       
Alice’s Adventures in Wonderland:        0.6298840045928955       
Alice’s Adventures in Wonderland:        0.6229870319366455       
Alice’s Adventures in Wonderland:        0.6230976581573486       
Alice’s Adventures in Wonderland:        0.6385149955749512       
Alice’s Adventures in Wonderland:        0.6628611087799072       
Alice’s Adventures in Wonderland:        0.6289749145507812       
Alice’s Adventures in Wonderland:        0.630094051361084        
Alice’s Adventures in Wonderland:        0.6289417743682861       
Alice’s Adventures in Wonderland:        0.6320819854736328       
Alice’s Adventures in Wonderland:        0.6230442523956299       
Alice’s Adventures in Wonderland:        0.6256027221679688       
Alice’s Adventures in Wonderland:        0.6694416999816895       
Alice’s Adventures in Wonderland:        0.630516767501831        
Alice’s Adventures in Wonderland:        0.6244797706604004       
Alice’s Adventures in Wonderland:        0.6403801441192627       
Alice's Abenteuer im Wunderland:         1.4810163974761963       
Alice's Abenteuer im Wunderland:         1.4592859745025635       
Alice's Abenteuer im Wunderland:         1.4680089950561523       
Alice's Abenteuer im Wunderland:         1.4308290481567383       
Alice's Abenteuer im Wunderland:         1.484992504119873        
Alice's Abenteuer im Wunderland:         1.4814777374267578       
Alice's Abenteuer im Wunderland:         1.4427709579467773       
Alice's Abenteuer im Wunderland:         1.4976236820220947       
Alice's Abenteuer im Wunderland:         1.4677598476409912       
Alice's Abenteuer im Wunderland:         1.4818944931030273       
Alice's Abenteuer im Wunderland:         1.507875680923462        
Alice's Abenteuer im Wunderland:         1.4628303050994873       
Alice's Abenteuer im Wunderland:         1.46346116065979         
Alice's Abenteuer im Wunderland:         1.5300557613372803       
Alice's Abenteuer im Wunderland:         1.488307237625122        
Alice's Abenteuer im Wunderland:         1.4530699253082275       
Alice's Abenteuer im Wunderland:         1.498439073562622        
Alice's Abenteuer im Wunderland:         1.4907965660095215       
Alice's Abenteuer im Wunderland:         1.482445478439331        
Alice's Abenteuer im Wunderland:         1.5039167404174805       
Alice's Abenteuer im Wunderland:         1.461625099182129        
Alice's Abenteuer im Wunderland:         1.4667644500732422       
Alice's Abenteuer im Wunderland:         1.486915111541748        
Alice's Abenteuer im Wunderland:         1.4551875591278076       
Alice's Abenteuer im Wunderland:         1.4532060623168945       
Alice's Abenteuer im Wunderland:         1.4498553276062012       
Alice's Abenteuer im Wunderland:         1.510787010192871        
Alice's Abenteuer im Wunderland:         2.2812135219573975       
Alice's Abenteuer im Wunderland:         1.5797772407531738       
Alice's Abenteuer im Wunderland:         1.454988718032837        
Alice's Abenteuer im Wunderland:         1.4616401195526123       
Alice's Abenteuer im Wunderland:         1.5161778926849365       
Alice's Abenteuer im Wunderland:         1.8638195991516113       
Alice's Abenteuer im Wunderland:         2.032848834991455        
Alice's Abenteuer im Wunderland:         1.452136754989624        
Alice's Abenteuer im Wunderland:         1.4489326477050781       
Alice's Abenteuer im Wunderland:         1.4729251861572266       
Alice's Abenteuer im Wunderland:         1.44907808303833         
Alice's Abenteuer im Wunderland:         1.4861299991607666       
Alice's Abenteuer im Wunderland:         1.4763500690460205       
Alice's Abenteuer im Wunderland:         1.4814093112945557       
Alice's Abenteuer im Wunderland:         1.4799630641937256       
Alice's Abenteuer im Wunderland:         1.7765262126922607       
Alice's Abenteuer im Wunderland:         1.8465383052825928       
Alice's Abenteuer im Wunderland:         1.6594312191009521       
Alice's Abenteuer im Wunderland:         1.4799213409423828       
Alice's Abenteuer im Wunderland:         1.5008199214935303       
Alice's Abenteuer im Wunderland:         1.4438445568084717       
Alice's Abenteuer im Wunderland:         1.4402954578399658       
Alice's Abenteuer im Wunderland:         1.4563531875610352       
Alice's Abenteuer im Wunderland:         1.4559264183044434       
Alice's Abenteuer im Wunderland:         1.4414362907409668       
Alice's Abenteuer im Wunderland:         1.4434235095977783       
Alice's Abenteuer im Wunderland:         1.4451515674591064       
Alice's Abenteuer im Wunderland:         1.449385166168213        
Alice's Abenteuer im Wunderland:         1.5020825862884521       
Alice's Abenteuer im Wunderland:         1.578275442123413        
Alice's Abenteuer im Wunderland:         1.5210723876953125       
Alice's Abenteuer im Wunderland:         2.0876195430755615       
Alice's Abenteuer im Wunderland:         1.570420265197754        
Alice's Abenteuer im Wunderland:         1.9452877044677734       
Alice's Abenteuer im Wunderland:         1.5097358226776123       
Alice's Abenteuer im Wunderland:         1.4923932552337646       
Alice's Abenteuer im Wunderland:         1.8579230308532715       
Alice's Abenteuer im Wunderland:         1.821016550064087        
Alice's Abenteuer im Wunderland:         1.6630363464355469       
Alice's Abenteuer im Wunderland:         1.6621432304382324       
Alice's Abenteuer im Wunderland:         1.428109884262085        
Alice's Abenteuer im Wunderland:         1.4222569465637207       
Alice's Abenteuer im Wunderland:         1.4820971488952637       
Alice's Abenteuer im Wunderland:         1.7489359378814697       
Alice's Abenteuer im Wunderland:         1.6382074356079102       
Alice's Abenteuer im Wunderland:         1.6397013664245605       
Alice's Abenteuer im Wunderland:         1.7284927368164062       
Alice's Abenteuer im Wunderland:         1.9849655628204346       
Alice's Abenteuer im Wunderland:         1.479447364807129        
Alice's Abenteuer im Wunderland:         1.8502111434936523       
Alice's Abenteuer im Wunderland:         1.691967487335205        
Alice's Abenteuer im Wunderland:         1.4397985935211182       
Alice's Abenteuer im Wunderland:         1.4450383186340332       
Alice's Abenteuer im Wunderland:         1.662956714630127        
Alice's Abenteuer im Wunderland:         1.739757776260376        
Alice's Abenteuer im Wunderland:         1.477647066116333        
Alice's Abenteuer im Wunderland:         1.4778263568878174       
Alice's Abenteuer im Wunderland:         1.824105978012085        
Alice's Abenteuer im Wunderland:         1.787604570388794        
Alice's Abenteuer im Wunderland:         1.5228960514068604       
Alice's Abenteuer im Wunderland:         1.5978660583496094       
Alice's Abenteuer im Wunderland:         1.4360241889953613       
Alice's Abenteuer im Wunderland:         1.4457859992980957       
Alice's Abenteuer im Wunderland:         1.4357929229736328       
Alice's Abenteuer im Wunderland:         1.525224208831787        
Alice's Abenteuer im Wunderland:         1.6671135425567627       
Alice's Abenteuer im Wunderland:         1.74910569190979         
Alice's Abenteuer im Wunderland:         1.8055615425109863       
Alice's Abenteuer im Wunderland:         1.9274508953094482       
Alice's Abenteuer im Wunderland:         1.6237857341766357       
Alice's Abenteuer im Wunderland:         2.124586820602417        
Alice's Abenteuer im Wunderland:         1.5579833984375          
Alice's Abenteuer im Wunderland:         1.4806487560272217       
Aventures d'Alice au pays:               1.5292577743530273       
Aventures d'Alice au pays:               1.4718842506408691       
Aventures d'Alice au pays:               1.5079598426818848       
Aventures d'Alice au pays:               1.5540657043457031       
Aventures d'Alice au pays:               1.4892857074737549       
Aventures d'Alice au pays:               1.4470927715301514       
Aventures d'Alice au pays:               1.4552700519561768       
Aventures d'Alice au pays:               1.5483908653259277       
Aventures d'Alice au pays:               1.458775520324707        
Aventures d'Alice au pays:               1.476064920425415        
Aventures d'Alice au pays:               1.4604687690734863       
Aventures d'Alice au pays:               1.4351692199707031       
Aventures d'Alice au pays:               1.8472578525543213       
Aventures d'Alice au pays:               1.5487298965454102       
Aventures d'Alice au pays:               1.5341920852661133       
Aventures d'Alice au pays:               1.6081833839416504       
Aventures d'Alice au pays:               1.4952383041381836       
Aventures d'Alice au pays:               1.4545416831970215       
Aventures d'Alice au pays:               2.0557701587677          
Aventures d'Alice au pays:               1.7253215312957764       
Aventures d'Alice au pays:               1.7338943481445312       
Aventures d'Alice au pays:               1.4266395568847656       
Aventures d'Alice au pays:               2.107483386993408        
Aventures d'Alice au pays:               1.4493889808654785       
Aventures d'Alice au pays:               1.4853553771972656       
Aventures d'Alice au pays:               1.5788753032684326       
Aventures d'Alice au pays:               1.4304783344268799       
Aventures d'Alice au pays:               1.4650301933288574       
Aventures d'Alice au pays:               1.8131542205810547       
Aventures d'Alice au pays:               1.4522883892059326       
Aventures d'Alice au pays:               1.7804930210113525       
Aventures d'Alice au pays:               1.7354216575622559       
Aventures d'Alice au pays:               1.6085827350616455       
Aventures d'Alice au pays:               1.5690388679504395       
Aventures d'Alice au pays:               1.454969882965088        
Aventures d'Alice au pays:               1.4435615539550781       
Aventures d'Alice au pays:               1.4840011596679688       
Aventures d'Alice au pays:               1.614245891571045        
Aventures d'Alice au pays:               1.6023001670837402       
Aventures d'Alice au pays:               1.6785106658935547       
Aventures d'Alice au pays:               1.6302592754364014       
Aventures d'Alice au pays:               1.7089502811431885       
Aventures d'Alice au pays:               1.7082340717315674       
Aventures d'Alice au pays:               1.8132736682891846       
Aventures d'Alice au pays:               1.602147102355957        
Aventures d'Alice au pays:               1.4883739948272705       
Aventures d'Alice au pays:               1.5757262706756592       
Aventures d'Alice au pays:               1.4776203632354736       
Aventures d'Alice au pays:               1.524479627609253        
Aventures d'Alice au pays:               1.5798306465148926       
Aventures d'Alice au pays:               1.488572597503662        
Aventures d'Alice au pays:               1.57393217086792         
Aventures d'Alice au pays:               1.5858299732208252       
Aventures d'Alice au pays:               1.4851152896881104       
Aventures d'Alice au pays:               1.4123194217681885       
Aventures d'Alice au pays:               1.5839645862579346       
Aventures d'Alice au pays:               1.498776912689209        
Aventures d'Alice au pays:               1.5344891548156738       
Aventures d'Alice au pays:               1.4752662181854248       
Aventures d'Alice au pays:               1.59916090965271         
Aventures d'Alice au pays:               1.4180092811584473       
Aventures d'Alice au pays:               1.4601116180419922       
Aventures d'Alice au pays:               1.5198822021484375       
Aventures d'Alice au pays:               1.4799835681915283       
Aventures d'Alice au pays:               1.4812462329864502       
Aventures d'Alice au pays:               1.5157933235168457       
Aventures d'Alice au pays:               1.5237393379211426       
Aventures d'Alice au pays:               1.5174014568328857       
Aventures d'Alice au pays:               1.532552719116211        
Aventures d'Alice au pays:               1.4891431331634521       
Aventures d'Alice au pays:               1.5194215774536133       
Aventures d'Alice au pays:               1.8117589950561523       
Aventures d'Alice au pays:               1.5042908191680908       
Aventures d'Alice au pays:               1.4561843872070312       
Aventures d'Alice au pays:               1.4926471710205078       
Aventures d'Alice au pays:               1.8612453937530518       
Aventures d'Alice au pays:               1.7821862697601318       
Aventures d'Alice au pays:               1.6310629844665527       
Aventures d'Alice au pays:               1.5070137977600098       
Aventures d'Alice au pays:               1.50589919090271         
Aventures d'Alice au pays:               1.445174217224121        
Aventures d'Alice au pays:               1.4349393844604492       
Aventures d'Alice au pays:               1.4119336605072021       
Aventures d'Alice au pays:               1.4139955043792725       
Aventures d'Alice au pays:               1.498004674911499        
Aventures d'Alice au pays:               1.4097962379455566       
Aventures d'Alice au pays:               1.4216701984405518       
Aventures d'Alice au pays:               1.4279582500457764       
Aventures d'Alice au pays:               1.4403469562530518       
Aventures d'Alice au pays:               1.473374366760254        
Aventures d'Alice au pays:               1.4476096630096436       
Aventures d'Alice au pays:               1.4322423934936523       
Aventures d'Alice au pays:               1.4131672382354736       
Aventures d'Alice au pays:               1.4209065437316895       
Aventures d'Alice au pays:               1.447969675064087        
Aventures d'Alice au pays:               1.445910930633545        
Aventures d'Alice au pays:               1.4688105583190918       
Aventures d'Alice au pays:               1.4459929466247559       
Aventures d'Alice au pays:               1.4449267387390137       
Aventures d'Alice au pays:               1.460381031036377        
